Source,CH1,CH2
Second,Volt,Volt
-0.67000000000,-0.02600,-0.02200
-0.66499993750,-0.02400,-0.02000
-0.65999993750,-0.01400,-0.01200
-0.65500000000,-0.01600,-0.01200
-0.65000000000,-0.01400,-0.01200
-0.64500000000,0.00200,0.00
-0.64000000000,0.00400,0.00200
-0.63500000000,0.01400,0.01000
-0.63000000000,0.01400,0.01200
-0.62500000000,0.01800,0.01400
-0.62000000000,0.01600,0.01200
-0.61500000000,0.01600,0.01600
-0.61000000000,0.02200,0.02000
-0.60500000000,0.01600,0.01400
-0.60000000000,0.00400,0.00200
-0.59500000000,-0.00600,-0.00600
-0.59000006250,-0.01000,-0.00600
-0.58500006250,-0.02000,-0.01400
-0.58000006250,-0.01200,-0.01000
-0.57500006250,-0.01800,-0.01600
-0.57000006250,-0.02400,-0.01800
-0.56500000000,-0.02600,-0.02200
-0.56000000000,-0.02600,-0.02200
-0.55500000000,-0.02600,-0.02200
-0.55000000000,-0.02600,-0.02200
-0.54500000000,-0.02600,-0.02200
-0.54000000000,0.02600,0.02000
-0.53500000000,0.02400,0.02000
-0.53000000000,0.01400,0.01200
-0.52500006250,0.01200,0.00600
-0.52000003125,0.00400,0.00600
-0.51500003125,-0.00400,-0.00400
-0.51000006250,-0.00800,-0.00600
-0.50500000000,-0.00800,-0.00600
-0.50000000000,-0.02600,-0.02200
-0.49500000000,-0.02400,-0.02200
-0.49000000000,-0.02000,-0.01800
-0.48500000000,-0.02200,-0.01800
-0.48000000000,-0.01200,-0.01000
-0.47500000000,-0.01400,-0.01200
-0.47000000000,-0.01600,-0.01400
-0.46500000000,-0.00200,-0.00200
-0.46000000000,0.00400,0.00200
-0.45500000000,0.01400,0.01400
-0.45000000000,0.01600,0.01400
-0.44500000000,0.01600,0.01400
-0.44000000000,0.01800,0.01200
-0.43500000000,0.02000,0.01600
-0.43000000000,0.00600,0.00400
-0.42500000000,0.01000,0.00800
-0.42000003125,0.00400,0.00400
-0.41500000000,-0.01000,-0.00800
-0.41000000000,-0.01400,-0.01200
-0.40500000000,-0.01800,-0.01600
-0.40000000000,-0.01800,-0.01600
-0.39500000000,-0.02800,-0.02400
-0.39000000000,-0.02400,-0.02000
-0.38500003125,-0.01800,-0.01400
-0.38000000000,-0.01800,-0.01600
-0.37500000000,-0.02200,-0.02000
-0.37000000000,-0.01400,-0.01200
-0.36500000000,0.00200,0.00200
-0.36000000000,0.00600,0.00400
-0.35500003125,0.01200,0.00800
-0.35000000000,0.01400,0.01200
-0.34500000000,0.01400,0.01200
-0.34000000000,0.02200,0.01800
-0.33500000000,0.02200,0.01800
-0.33000000000,0.02000,0.01600
-0.32500003125,0.02200,0.02000
-0.32000000000,0.01000,0.00800
-0.31500000000,0.00400,0.00400
-0.31000000000,-0.00800,-0.00600
-0.30500000000,-0.01400,-0.01200
-0.30000000000,-0.01600,-0.01200
-0.29500003125,-0.02800,-0.02200
-0.29000003125,-0.02800,-0.02400
-0.28500003125,-0.02400,-0.02000
-0.28000000000,-0.01200,-0.01000
-0.27500000000,-0.01200,-0.00800
-0.27000000000,-0.00400,-0.00200
-0.26500000000,-0.00200,-0.00200
-0.26000001563,0.01200,0.01000
-0.25500003125,0.01600,0.01200
-0.25000000000,0.01600,0.01400
-0.24500000000,0.02800,0.02400
-0.24000001563,0.02600,0.02200
-0.23500001563,0.02200,0.02000
-0.23000001563,0.00600,0.00600
-0.22500003125,0.00800,0.00600
-0.22000001563,0.00400,0.00200
-0.21500000000,-0.00800,-0.00600
-0.21000001563,-0.01600,-0.01200
-0.20500001563,-0.00800,-0.00600
-0.20000000000,-0.02800,-0.02400
-0.19500000000,-0.02000,-0.01600
-0.19000000000,-0.02200,-0.01800
-0.18500000000,-0.02800,-0.02200
-0.18000000000,-0.01600,-0.01200
-0.17500000000,-0.01600,-0.01400
-0.17000000000,-0.01000,-0.00800
-0.16500000000,-0.00200,-0.00200
-0.16000000000,0.00400,0.00200
-0.15500000000,0.01000,0.00800
-0.15000000000,0.01600,0.01400
-0.14500001563,0.02800,0.02200
-0.14000000000,0.02000,0.01600
-0.13500000000,0.02200,0.01800
-0.12999999219,0.01400,0.01000
-0.12500000000,0.00,0.00
-0.12000000000,0.00400,0.00200
-0.11500000000,-0.00200,-0.00200
-0.11000001250,-0.00400,-0.00200
-0.10500000000,-0.01400,-0.01000
-0.10000000000,-0.01800,-0.01400
-0.09500000000,-0.02400,-0.02000
-0.09000000625,-0.01200,-0.01000
-0.08500000000,-0.02600,-0.02200
-0.08000000000,-0.01400,-0.01200
-0.07500000000,-0.01200,-0.01000
-0.07000000000,-0.01200,-0.01000
-0.06500000000,0.00200,0.00
-0.06000000000,0.00200,0.00
-0.05500000625,0.00200,0.00
-0.05000000000,0.00200,0.00
-0.04500000313,0.00200,0.00
-0.04000000313,0.00400,0.00400
-0.03500000313,-0.00400,-0.00200
-0.03000000000,-0.01200,-0.01000
-0.02500000625,-0.01800,-0.01600
-0.02000000313,-0.01600,-0.01400
-0.01500000000,-0.02000,-0.01800
-0.01000000563,-0.02000,-0.02000
-0.00500000281,-0.02800,-0.02400
 0.00000000000,-0.01600,-0.01200
 0.00500000000,-0.01000,-0.00600
 0.01000000000,-0.00200,-0.00200
 0.01500000000,-0.00200,-0.00200
 0.02000000000,0.00,0.00
 0.02500000000,0.01600,0.01200
 0.03000000000,0.01400,0.01000
 0.03500000000,0.02200,0.02000
 0.04000000000,0.01800,0.01600
 0.04499999688,0.02600,0.02200
 0.05000000000,0.01400,0.01200
 0.05500000000,0.01400,0.01000
 0.06000000000,0.00600,0.00800
 0.06500000000,-0.01200,-0.01200
 0.07000000000,0.00,0.00
 0.07499999375,-0.02000,-0.01600
 0.08000000000,-0.01800,-0.01600
 0.08500000000,-0.02600,-0.02200
 0.08999999375,-0.03400,-0.02800
 0.09500000000,-0.02200,-0.01800
 0.10000000000,-0.01800,-0.01800
 0.10500000000,-0.02000,-0.01600
 0.11000000000,-0.00800,-0.00800
 0.11500000000,-0.00200,-0.00200
 0.12000000000,0.01600,0.01000
 0.12500000000,0.02200,0.01600
 0.12999999219,0.01400,0.01400
 0.13500000000,0.02000,0.01600
 0.14000000000,0.02200,0.01800
 0.14500000000,0.02200,0.01800
 0.15000000000,0.00800,0.00600
 0.15500000000,0.01400,0.01000
 0.16000000000,0.00400,0.00400
 0.16499998438,-0.00400,-0.00400
 0.17000000000,-0.00200,-0.00200
 0.17500000000,-0.01600,-0.01200
 0.18000000000,-0.01400,-0.01200
 0.18500000000,-0.02800,-0.02400
 0.19000000000,-0.02400,-0.02200
 0.19500000000,-0.02000,-0.01800
 0.20000000000,-0.01800,-0.01400
 0.20500000000,-0.00800,-0.00800
 0.21000001563,-0.01200,-0.01000
 0.21500000000,0.00,-0.00200
 0.22000000000,0.00600,0.00600
 0.22500001563,0.01000,0.00600
 0.23000000000,0.02000,0.01600
 0.23500000000,0.01800,0.01400
 0.24000001563,0.02200,0.02000
 0.24500000000,0.02200,0.01800
 0.25000000000,0.02000,0.01800
 0.25500000000,0.01400,0.01200
 0.25999998438,0.00200,0.00200
 0.26500000000,-0.01400,-0.01200
 0.27000000000,-0.00800,-0.00800
 0.27500000000,-0.01400,-0.01200
 0.28000000000,-0.01600,-0.01200
 0.28500000000,-0.02600,-0.02200
 0.29000000000,-0.02200,-0.02000
 0.29500003125,-0.02600,-0.02000
 0.30000000000,-0.00800,-0.00800
 0.30500000000,-0.01200,-0.01000
 0.31000000000,-0.00400,-0.00400
 0.31500000000,-0.00200,-0.00200
 0.32000003125,0.01000,0.00800
 0.32500003125,0.01200,0.00800
 0.33000000000,0.02200,0.01800
 0.33500000000,0.02200,0.02000
 0.34000000000,0.01800,0.01400
 0.34500000000,0.01600,0.01200
 0.35000003125,0.01200,0.01000
 0.35500003125,0.01600,0.01400
 0.36000000000,-0.00200,-0.00200
 0.36500000000,-0.00600,-0.00600
 0.37000000000,-0.00400,-0.00200
 0.37500000000,-0.01400,-0.01400
 0.38000000000,-0.02000,-0.01600
 0.38500003125,-0.02800,-0.02400
 0.39000000000,-0.02400,-0.02000
 0.39500000000,-0.02400,-0.02200
 0.40000000000,-0.01600,-0.01600
 0.40500000000,-0.01200,-0.01000
 0.41000000000,-0.01200,-0.01200
 0.41500000000,-0.00200,-0.00200
 0.42000003125,0.00800,0.00400
 0.42500000000,0.01400,0.01200
 0.43000000000,0.01200,0.00800
 0.43500000000,0.02800,0.02200
 0.44000000000,0.02800,0.02200
 0.44500000000,0.02800,0.02200
 0.45000003125,0.02800,0.02200
 0.45500000000,0.02800,0.02200
 0.46000000000,-0.02200,-0.01800
 0.46500000000,-0.02600,-0.02200
 0.47000000000,-0.02000,-0.01800
 0.47500000000,-0.02200,-0.01800
 0.48000003125,-0.02000,-0.01800
 0.48500000000,-0.01400,-0.01200
 0.49000000000,-0.00600,-0.00600
 0.49500000000,0.00400,0.00
 0.50000000000,0.00600,0.00400
 0.50500000000,0.01000,0.00600
 0.51000000000,0.02400,0.01800
 0.51500000000,0.01800,0.01200
 0.51999996875,0.02000,0.01600
 0.52500000000,0.02000,0.01800
 0.53000000000,0.02000,0.01800
 0.53500000000,0.01000,0.00600
 0.54000000000,0.01000,0.00600
 0.54500000000,-0.00400,-0.00200
 0.55000000000,-0.00800,-0.00800
 0.55500000000,-0.01400,-0.01000
 0.56000000000,-0.01800,-0.01600
 0.56500000000,-0.02800,-0.02400
 0.57000000000,-0.02000,-0.01800
 0.57500000000,-0.01600,-0.01600
 0.58000000000,-0.02000,-0.01800
 0.58500000000,-0.00200,-0.00400
 0.59000000000,-0.00400,-0.00600
 0.59500000000,0.00400,0.00200
 0.60000000000,0.00600,0.00200
 0.60500000000,0.02400,0.01800
 0.61000000000,0.02000,0.01400
 0.61500000000,0.03000,0.02200
 0.62000000000,0.02200,0.01600
 0.62500000000,0.02400,0.01800
 0.63000000000,0.02000,0.01200
 0.63500006250,0.01800,0.01200
 0.64000006250,0.00400,0.00200
 0.64500006250,-0.00400,-0.00600
 0.65000006250,-0.00600,-0.01000
 0.65500000000,-0.01600,-0.01600
 0.66000000000,-0.03600,-0.02400
 0.66500000000,0.00400,-0.01800
 0.67000000000,-0.02000,-0.02400
 0.67500000000,0.00800,-0.01400
 0.68000000000,0.00800,-0.01200
 0.68500000000,0.01000,-0.01000
 0.69000000000,0.01800,-0.00400
 0.69500006250,0.02600,0.00400
 0.70000000000,0.02400,0.00600
 0.70500000000,0.03600,0.01200
 0.71000000000,0.03200,0.01400
 0.71500000000,0.04600,0.02400
 0.72000000000,0.04200,0.02000
 0.72499993750,0.03800,0.01600
 0.72999993750,0.02800,0.01000
 0.73500000000,0.03400,0.01800
 0.74000000000,0.01600,0.00200
 0.74500000000,0.00400,-0.00800
 0.75000000000,0.00200,-0.00400
 0.75500000000,-0.00400,-0.01000
 0.76000000000,-0.00600,-0.01000
 0.76500000000,-0.01800,-0.01600
 0.77000000000,-0.02800,-0.02600
 0.77500000000,-0.01800,-0.01600
 0.78000000000,-0.01600,-0.01200
 0.78499993750,-0.01400,-0.01200
 0.78999993750,-0.00200,-0.00600
 0.79499993750,0.00,0.00
 0.80000000000,0.00600,0.00600
 0.80500000000,0.01600,0.01200
 0.81000000000,0.01800,0.01200
 0.81500000000,0.02200,0.01600
 0.82000000000,0.01800,0.01400
 0.82500000000,0.02200,0.01400
 0.83000000000,0.01600,0.01400
 0.83500006250,0.01200,0.00600
 0.84000006250,-0.00400,-0.00800
 0.84500000000,-0.00800,0.00800
 0.85000000000,-0.01200,0.00400
 0.85500000000,-0.02400,-0.01000
 0.86000000000,-0.03400,-0.01200
 0.86500000000,-0.04200,-0.01000
 0.87000000000,-0.03400,-0.01800
 0.87500000000,-0.04000,-0.02400
 0.88000000000,-0.02800,-0.01000
 0.88500000000,-0.02200,-0.00600
 0.89000000000,-0.01400,-0.00200
 0.89500000000,0.00800,0.01400
 0.90000006250,0.01400,0.01600
 0.90500000000,0.02200,0.02200
 0.91000000000,0.02200,0.02600
 0.91500000000,0.02400,0.02400
 0.92000000000,0.00800,0.01400
 0.92500000000,0.01600,0.02600
 0.93000000000,0.00200,0.01400
 0.93500006250,-0.01000,0.01000
 0.94000006250,-0.01000,0.01000
 0.94500006250,-0.01000,0.01000
 0.95000006250,-0.01000,0.01000
 0.95500006250,-0.01000,0.01000
 0.96000006250,-0.05600,-0.00800
 0.96500006250,0.04200,-0.00200
 0.97000000000,0.09200,-0.00600
 0.97500000000,0.13400,-0.00600
 0.98000000000,0.10000,0.01000
 0.98500000000,0.09400,0.00200
 0.99000000000,0.09400,0.00800
 0.99500000000,0.10600,0.01400
 1.00000000000,0.11400,0.01600
 1.00500000000,0.12000,0.02400
 1.01000000000,0.10400,0.01200
 1.01500000000,0.10200,0.01000
 1.02000000000,0.08800,0.00
 1.02500000000,0.08400,-0.00600
 1.03000000000,0.07400,-0.01000
 1.03499993800,0.08200,-0.00600
 1.03999993800,0.06400,-0.01400
 1.04499993800,0.05600,-0.02000
 1.05000000000,0.05600,-0.02400
 1.05500000000,0.05600,-0.01200
 1.06000000000,0.05200,-0.02200
 1.06500000000,0.04800,-0.02800
 1.07000000000,0.05200,-0.02400
 1.07500000000,0.06600,-0.00200
 1.08000000000,0.06000,-0.01400
 1.08500000000,0.06400,-0.00800
 1.09000000000,0.07400,0.00200
 1.09500000000,0.08000,0.00600
 1.10000000000,0.09600,0.01000
 1.10500000000,0.07600,0.01000
 1.11000000000,0.06000,-0.01800
 1.11500000000,0.05800,-0.00400
 1.12000000000,0.03200,-0.00200
 1.12500000000,0.02400,-0.00800
 1.13000000000,0.01400,-0.01600
 1.13500000000,0.00200,-0.01400
 1.14000000000,-0.01000,-0.02400
 1.14500000000,-0.01400,-0.02200
 1.15000000000,-0.02000,-0.01400
 1.15500000000,-0.05200,-0.02600
 1.16000000000,-0.04200,-0.02000
 1.16500000000,-0.04600,-0.01400
 1.17000012500,-0.03600,-0.00400
 1.17500012500,-0.04200,-0.00600
 1.18000012500,-0.03600,0.00400
 1.18500000000,-0.04200,0.00400
 1.19000000000,-0.03400,0.01800
 1.19500000000,-0.04200,0.01200
 1.20000000000,-0.06400,0.00600
 1.20500000000,-0.06200,0.01400
 1.21000000000,-0.07200,0.00800
 1.21500000000,-0.07600,0.01000
 1.22000000000,-0.10000,-0.00200
 1.22500000000,-0.11600,-0.01200
 1.23000000000,-0.11400,-0.00800
 1.23500000000,-0.11800,-0.01400
 1.24000000000,-0.12200,-0.01400
 1.24500000000,-0.12600,-0.01800
 1.25000000000,-0.11200,-0.00800
 1.25500000000,-0.12800,-0.02400
 1.26000000000,-0.12000,-0.02600
 1.26500012500,-0.10000,-0.01600
 1.27000012500,-0.08000,-0.00400
 1.27500012500,-0.08000,-0.00400
 1.28000012500,-0.07600,-0.00600
 1.28500012500,-0.06800,-0.00200
 1.29000012500,-0.07200,-0.00200
 1.29500012500,-0.04000,0.01600
 1.30000012500,-0.04400,0.00800
 1.30500012500,-0.04000,0.00800
 1.31000000000,-0.04400,0.00600
 1.31500000000,-0.03800,0.00400
 1.32000000000,-0.03400,-0.00200
 1.32500000000,-0.04400,-0.00800
 1.33000000000,-0.05200,-0.01600
 1.33500000000,-0.05600,-0.02400
 1.34000000000,-0.06000,-0.03000
 1.34500000000,-0.05800,-0.03000
 1.35000000000,-0.04600,-0.02200
 1.35500000000,-0.04200,-0.01800
 1.36000000000,-0.03200,-0.01400
 1.36500000000,-0.03400,-0.01800
 1.37000012500,-0.01800,-0.00400
 1.37500012500,-0.01400,-0.00400
 1.38000012500,0.00,0.00800
 1.38500012500,0.00200,0.00800
 1.39000012500,0.01000,0.01000
 1.39500012500,0.01200,0.01800
 1.40000000000,0.02200,0.02400
 1.40500000000,0.01200,0.01200
 1.41000000000,0.01000,0.01400
 1.41500000000,0.00200,0.00400
 1.42000000000,-0.00400,-0.00200
 1.42500000000,-0.01400,-0.01000
 1.43000000000,-0.02000,-0.01800
 1.43500000000,-0.03000,-0.02600
 1.44000000000,-0.03000,-0.02600
 1.44499987500,-0.03000,-0.02600
 1.44999987500,-0.03000,-0.02600
 1.45499987500,-0.03000,-0.02600
 1.45999987500,-0.00200,0.00
 1.46499987500,0.01600,0.01400
 1.47000000000,0.02200,0.02000
 1.47500000000,0.02400,0.02000
 1.48000000000,0.01400,0.01200
 1.48500000000,0.03000,0.02400
 1.49000000000,0.02000,0.01600
 1.49500000000,0.01600,0.00800
 1.50000000000,0.01000,0.00400
 1.50500000000,-0.00200,-0.00200
 1.51000000000,-0.01400,-0.01400
 1.51500000000,-0.02000,-0.01800
 1.52000000000,-0.02800,-0.02400
 1.52500000000,-0.02800,-0.02200
 1.53000000000,-0.03200,-0.02600
 1.53500000000,-0.02600,-0.02000
 1.54000000000,-0.02000,-0.01600
 1.54500000000,-0.00800,-0.00800
 1.55000000000,-0.00600,-0.00400
 1.55500000000,0.00600,0.00600
 1.56000000000,0.00800,0.00800
 1.56500000000,0.00800,0.00800
 1.57000000000,0.01400,0.01400
 1.57500000000,0.02400,0.02000
 1.58000000000,0.02400,0.02000
 1.58500000000,0.01200,0.01600
 1.59000000000,0.01200,0.01400
 1.59500000000,0.00400,0.00800
 1.60000000000,-0.00600,-0.00200
 1.60500000000,-0.01400,-0.00600
 1.61000000000,-0.02200,-0.01200
 1.61500000000,-0.02200,-0.01400
 1.62000000000,-0.04000,-0.03000
 1.62500000000,-0.03000,-0.02400
 1.63000000000,-0.03200,-0.02200
 1.63500000000,-0.03000,-0.02200
 1.64000000000,-0.02400,-0.01800
 1.64500000000,-0.01800,-0.01200
 1.65000000000,-0.01000,-0.00600
 1.65500000000,-0.00200,0.00
 1.66000000000,0.00400,0.00600
 1.66500000000,0.01600,0.01400
 1.67000012500,0.02000,0.01600
 1.67500012500,0.02800,0.02600
 1.68000012500,0.02400,0.02000
 1.68500000000,0.02800,0.02600
 1.69000000000,0.01000,0.00800
 1.69500000000,0.00600,0.00600
 1.70000000000,0.00,0.00200
 1.70500000000,-0.01800,-0.01200
 1.71000000000,-0.02200,-0.01400
 1.71500000000,-0.02400,-0.01800
 1.72000000000,-0.04000,-0.03000
 1.72500000000,-0.03600,-0.02400
 1.73000000000,-0.03600,-0.02800
 1.73500000000,-0.03600,-0.02400
 1.74000000000,-0.03000,-0.02200
 1.74500000000,-0.01800,-0.01200
 1.75000000000,-0.01600,-0.01000
 1.75500000000,0.00400,0.00600
 1.76000000000,0.00200,0.00200
 1.76500012500,0.00400,0.00400
 1.77000012500,0.02200,0.02000
 1.77500012500,0.02400,0.02000
 1.78000012500,0.02000,0.01800
 1.78500012500,0.01200,0.01400
 1.79000012500,0.02000,0.01600
 1.79500012500,0.01000,0.00800
 1.80000012500,-0.00200,0.00
 1.80500012500,-0.01000,-0.00200
 1.81000000000,-0.01800,-0.01000
 1.81500000000,-0.01800,-0.01200
 1.82000000000,-0.03200,-0.02400
 1.82500000000,-0.03000,-0.02000
 1.83000000000,-0.03000,-0.02200
 1.83500000000,-0.02600,-0.02200
 1.84000000000,-0.03000,-0.02600
 1.84500000000,-0.02000,-0.01800
 1.85000000000,-0.01200,-0.01000
 1.85500000000,-0.00600,-0.00200
 1.86000000000,0.00,0.00
 1.86500000000,0.01200,0.01200
 1.87000012500,0.02800,0.02200
 1.87500012500,0.02200,0.01800
 1.88000012500,0.02200,0.02000
 1.88500012500,0.02800,0.02600
 1.89000012500,0.01200,0.01000
 1.89500012500,0.01000,0.01000
 1.90000000000,-0.01000,-0.00400
 1.90500000000,-0.00200,0.00
 1.91000000000,-0.01800,-0.01000
 1.91500000000,-0.03400,-0.02400
 1.92000000000,-0.03400,-0.02200
 1.92500000000,-0.03800,-0.02600
 1.93000000000,-0.03600,-0.02600
 1.93500000000,-0.03600,-0.02200
 1.94000000000,-0.03600,-0.02200
 1.94499987500,-0.03600,-0.02200
 1.94999987500,-0.03600,-0.02200
 1.95499987500,-0.03600,-0.02200
 1.95999987500,0.01800,0.02200
 1.96499987500,0.01400,0.02000
 1.97000000000,0.00200,0.01000
 1.97500000000,-0.00600,0.00
 1.98000000000,-0.01000,0.00
 1.98500000000,-0.02000,-0.00600
 1.99000000000,-0.02600,-0.01600
 1.99500000000,-0.04200,-0.02400
 2.00000000000,-0.04000,-0.02200
 2.00500012500,-0.03800,-0.02400
 2.01000000000,-0.04200,-0.02600
 2.01500012500,-0.03600,-0.02200
 2.02000000000,-0.03200,-0.01600
 2.02500012500,-0.03000,-0.01000
 2.03000000000,-0.02200,-0.00600
 2.03500012500,-0.00800,0.00200
 2.04000000000,0.00,0.01200
 2.04500012500,0.00800,0.01800
 2.05000000000,0.01000,0.01800
 2.05500012500,0.02400,0.03000
 2.06000000000,0.01800,0.02400
 2.06500000000,0.02000,0.02400
 2.06999987500,0.02000,0.03000
 2.07500000000,0.00600,0.01600
 2.07999987500,0.00,0.01000
 2.08500000000,-0.01000,0.00
 2.08999987500,-0.01600,-0.00400
 2.09500000000,-0.02400,-0.01000
 2.10000025000,-0.03400,-0.01600
 2.10500025000,-0.03400,-0.01400
 2.11000025000,-0.03400,-0.01800
 2.11500025000,-0.03400,-0.01800
 2.12000000000,-0.03000,-0.01600
 2.12500025000,-0.02400,-0.00800
 2.13000000000,-0.01400,-0.00200
 2.13500025000,0.00,0.00600
 2.14000000000,-0.00800,0.00200
 2.14500025000,0.00800,0.01400
 2.15000000000,0.01400,0.01800
 2.15500025000,0.02600,0.02800
 2.16000000000,0.02800,0.02800
 2.16500025000,0.01600,0.02200
 2.17000000000,0.01000,0.01600
 2.17500025000,0.01000,0.01200
 2.18000000000,-0.00200,0.00200
 2.18500025000,-0.01800,-0.00800
 2.19000000000,-0.03000,-0.01400
 2.19500025000,-0.02200,-0.01000
 2.20000000000,-0.02600,-0.01200
 2.20500025000,-0.03400,-0.02000
 2.21000000000,-0.03000,-0.01800
 2.21500025000,-0.03400,-0.02200
 2.22000000000,-0.03200,-0.02200
 2.22500025000,-0.02200,-0.00800
 2.23000000000,-0.00800,-0.00200
 2.23500025000,-0.00200,0.00200
 2.24000000000,0.00200,0.00400
 2.24500000000,0.02600,0.02600
 2.25000000000,0.02400,0.02200
 2.25500000000,0.02800,0.02600
 2.26000000000,0.04200,0.03600
 2.26500000000,0.03000,0.03000
 2.27000000000,0.00200,0.00600
 2.27500000000,0.01000,0.01000
 2.28000000000,0.00200,0.00600
 2.28500000000,-0.00400,-0.00200
 2.29000000000,-0.02000,-0.01000
 2.29500000000,-0.02400,-0.01200
 2.30000000000,-0.02000,-0.01200
 2.30500000000,-0.03000,-0.01800
 2.31000000000,-0.05200,-0.03600
 2.31500000000,-0.03000,-0.02200
 2.32000000000,-0.01800,-0.01000
 2.32500000000,-0.01400,-0.00800
 2.33000000000,-0.00600,-0.00200
 2.33500000000,0.01400,0.01400
 2.34000000000,0.00600,0.00800
 2.34500000000,0.02000,0.01800
 2.35000000000,0.03800,0.03000
 2.35500000000,0.04200,0.03600
 2.36000000000,0.02400,0.02200
 2.36500000000,0.03200,0.02600
 2.37000000000,0.02600,0.02200
 2.37500000000,0.01800,0.01400
 2.38000000000,0.00200,0.00200
 2.38500000000,-0.00200,-0.00200
 2.38999975000,-0.00400,-0.00400
 2.39500000000,-0.02400,-0.01800
 2.40000000000,-0.03000,-0.02000
 2.40500025000,-0.02800,-0.01800
 2.41000000000,-0.03000,-0.02200
 2.41500025000,-0.03000,-0.02400
 2.42000000000,-0.02000,-0.01800
 2.42500025000,-0.01400,-0.01000
 2.43000000000,0.00200,-0.00400
 2.43500025000,-0.00200,-0.00200
 2.44000000000,-0.00200,-0.00200
 2.44500025000,-0.00200,-0.00200
 2.45000000000,-0.00200,-0.00200
 2.45500025000,-0.00200,-0.00200
 2.46000000000,0.00600,0.00200
 2.46500025000,-0.00800,-0.00600
 2.47000000000,-0.01200,-0.01000
 2.47500025000,-0.02000,-0.01800
 2.48000000000,-0.03800,-0.03000
 2.48500025000,-0.02600,-0.02200
 2.49000000000,-0.02800,-0.02200
 2.49500000000,-0.02400,-0.02000
 2.50000000000,-0.02000,-0.01600
 2.50500000000,-0.02200,-0.02000
 2.51000000000,0.00,-0.00200
 2.51500000000,0.01000,0.00600
 2.52000000000,0.01800,0.01200
 2.52500000000,0.02800,0.02000
 2.53000000000,0.03200,0.02200
 2.53500000000,0.03000,0.02000
 2.54000000000,0.03600,0.02800
 2.54500000000,0.03600,0.02600
 2.55000000000,0.02000,0.01400
 2.55500000000,0.01600,0.01000
 2.56000000000,0.01000,0.00600
 2.56500000000,0.00,-0.00200
 2.57000000000,-0.00600,-0.00400
 2.57500000000,-0.01000,-0.00800
 2.58000000000,-0.01400,-0.01400
 2.58500000000,-0.03600,-0.03000
 2.59000000000,-0.01800,-0.01600
 2.59500000000,-0.01400,-0.01000
 2.60000025000,-0.02000,-0.01600
 2.60500025000,-0.00800,-0.00600
 2.61000025000,-0.00200,-0.00200
 2.61500025000,0.01400,0.00800
 2.62000000000,0.02400,0.01600
 2.62500025000,0.00600,0.00600
 2.63000000000,0.06000,0.04400
 2.63500025000,0.04000,0.03200
 2.64000000000,0.03000,0.02000
 2.64500025000,0.03200,0.02600
 2.65000000000,0.02800,0.01600
 2.65500025000,0.02800,0.01800
 2.66000000000,0.00,0.00
 2.66500025000,-0.00200,-0.00200
 2.67000000000,-0.00200,-0.00200
 2.67500025000,-0.02200,-0.01400
 2.68000000000,-0.02200,-0.01800
 2.68500025000,-0.02600,-0.02200
 2.69000000000,-0.02200,-0.01800
 2.69500025000,-0.01800,-0.01400
 2.70000000000,-0.00800,-0.00600
 2.70500025000,-0.00200,-0.00200
 2.71000000000,-0.01000,-0.00800
 2.71500025000,0.00200,0.00
 2.72000000000,0.02800,0.01800
 2.72500025000,0.02200,0.01400
 2.73000000000,0.02000,0.01600
 2.73500025000,0.03000,0.02000
 2.74000000000,0.03200,0.02200
 2.74500000000,0.02200,0.01600
 2.75000000000,0.02200,0.01600
 2.75500000000,0.02600,0.01800
 2.76000000000,0.00400,0.00400
 2.76500000000,-0.00800,-0.00800
 2.77000000000,-0.00400,-0.00400
 2.77500000000,-0.02000,-0.01800
 2.78000000000,-0.02200,-0.01600
 2.78500000000,-0.03400,-0.02800
 2.79000000000,-0.01200,-0.00800
 2.79500000000,-0.03200,-0.02600
 2.80000000000,-0.01800,-0.01600
 2.80500000000,-0.01800,-0.01000
 2.81000000000,-0.01400,-0.01000
 2.81500000000,0.00200,0.00
 2.82000000000,0.00400,0.00200
 2.82500000000,0.02400,0.02000
 2.83000000000,0.03000,0.02400
 2.83500000000,0.03800,0.02800
 2.84000000000,0.02600,0.02000
 2.84500000000,0.04000,0.03200
 2.85000000000,0.01600,0.01200
 2.85500000000,0.01000,0.00800
 2.86000000000,0.00600,0.00600
 2.86500000000,-0.00200,-0.00200
 2.87000000000,-0.01800,-0.01200
 2.87500000000,-0.01000,-0.00600
 2.88000000000,-0.02600,-0.01800
 2.88500000000,-0.03000,-0.01800
 2.88999975000,-0.02600,-0.01800
 2.89500000000,-0.02400,-0.01600
 2.90000000000,-0.02200,-0.01600
 2.90500025000,-0.01600,-0.01000
 2.91000000000,-0.00400,-0.00200
 2.91500025000,0.00600,0.00600
 2.92000000000,0.00600,0.00800
 2.92500025000,0.02200,0.02000
 2.93000000000,0.03000,0.02200
 2.93500025000,0.02800,0.02400
 2.94000000000,0.02800,0.02400
 2.94500025000,0.02800,0.02400
 2.95000000000,0.02800,0.02400
 2.95500025000,0.02800,0.02400
 2.96000000000,-0.03000,-0.02000
 2.96500025000,-0.02000,-0.01400
 2.97000000000,-0.02600,-0.01400
 2.97500025000,-0.02800,-0.01600
 2.98000000000,-0.02200,-0.01200
 2.98500025000,-0.01000,-0.00200
 2.99000000000,-0.00600,-0.00200
 2.99500000000,0.00400,0.00600
